text,pro,anti,New_Pro,New_Anti
"On the intensive care unit today covering a colleague who is unwell, so only time for a brief update this week. You may have seen a lot of coverage that London hospitals are very badly affected by COVID-19 right now. This is all pretty accurate I’m afraid. 1/10 https://t.co/ejTLmEPyDO",0,0,0,0
"Concern over 'opaque' Covid-related contracts awarded around world

UK in spotlight after spending over £2.5bn on outsourcing

“Companies with no relevant experience were awarded huge contracts for medical equipment, without transparency or competition,”
https://t.co/PWY8PBSY8R",0,0,0,0
UK government’s ‘world-beating’ coronavirus response ranked the worst globally https://t.co/tPYi4Ozczu,0,0,0,0
"27,727 hospital beds in England occupied by #COVID19 patients according to NHS England data

This is an increase of 10,026 more beds occupied by COVID patients from Christmas day, when 17,701 beds were occupied 

https://t.co/iCzHuCz3X1

#COVID19UK https://t.co/UnLeAkMljX",0,0,0,0
The air in Barbados have the cure for Covid or sum?,0,0,0,0
"Learners can resume driving lessons and motorcycle training in England from Saturday 4 July 2020

Read More on this:  https://t.co/A0ogHyue81
#BREAKING,#COVID19 https://t.co/HEjMggdIx4",0,0,0,0
"As the Coronavirus death toll mounts, a blame shifting narrative is going to emerge from the UK government. But we must never forget that the government had 3 months to prepare for this. They didn’t. The fundamental duty of a government is to keep us safe. They haven’t.",0,0,0,0
"BREAKING: Professor Sir Jeremy Farrar, director of Wellcome Trust &amp; pandemic expert member of SAGE, admits: “The UK is likely to be one of the worst, if not the worst, affected country in Europe.”
#marr #coronavirus",0,0,0,0
"Not only did our 🇨🇦Canadian Leaders act quicker, they have also made sure that we have the funds we need to survive this pandemic.

I applied for my $2,00 per month benefit on Monday 

Wednesday it was in MY bank account!❤️🇨🇦💯

Thank you Canada

#CanadaTogether 
#canadaperforms https://t.co/y929LWR70Y",0,0,0,0
Australia will begin testing asymptomatic people as part of the next round of measures to fight the coronavirus. Follow live updates: https://t.co/wZrSOwZcgS,0,0,0,0
their scars 😌 https://t.co/ziEnscFdLk,0,0,0,0
"Today, Ontario is reporting 178 new cases of #COVID19, a 0.5% increase. While a slight uptick over yesterday, today’s report remains under 200. 28 of Ontario’s 34 public health units reporting five or fewer cases with 19 of them reporting no new cases at all.",0,0,0,0
Two boaters were rescued by a civilian and #NorthBayOPP after their vessel was inundated by water in a matter of seconds on Lake Nipissing. 3 of their lifejackets floated away. Life can change quickly – be prepared for the unexpected &amp; wear it! #LifejacketsSaveLives #StaySafe ^cb https://t.co/AsMtUSyAkD,0,0,0,0
"Most parts of the East of England are now Tier 4. There are stricter rules for areas in Tier 4 because the COVID-19
virus is spreading more quickly there.

Observe restrictions and see in the new year safely at home today. 

Full list of tiers by area ➔ https://t.co/1hJma6WglS https://t.co/ax6vTO9ow2",0,0,0,0
"Trudeau urges B.C., Alberta residents to download federal COVID-19 app despite lack of buy-in from provinces https://t.co/5TZ1itjsJs",0,0,0,0
"EU could force UK to fund huge eurozone bailout once Brexit extension is agreed
 https://t.co/1hvScVmOog",0,0,0,0
"New guidance has been issued by @theRCVS for practices across all four nations of the UK - what you can and cannot do during the latest #CovidUK restrictions. More info here:

https://t.co/jgO7grW3Np",0,0,0,0
"@dorset_eye All deaths are important, and everything that can be done to avoid them is essential.

How many deaths of people under the age of 35 have died of Covid 19 in the UK?",0,0,0,0
"Gireesh Kumar Suri was 67 when he died in a Long Island nursing home. His son, rapper Himanshu Suri, said he thought his father had been tested for coronavirus, only to discover that it never happened due to a shortage of nasal swabs. https://t.co/NwmrVocQjV",0,0,0,0
This is an extraordinary mess. Rhondda council stepping in to do testing because Deloitte will only do 60 tests a day in a town on the edge of lockdown https://t.co/AGC0Zlmy3n,0,0,0,0
Unfortunately unless I get a job or Covid-19 is totally gone I can't come back to the UK. I can't risk this mess again.,0,0,0,0
"“It’s still interesting that nobody is getting an answer as to why the tennis players can come in but nobody else can,” says stranded Melbourne businessman John Frostell. https://t.co/WIn9st1ggK

#coronavirus #covid19 #lockdown",0,0,0,0
"Building as Usual (BAU): Get the latest homebuilding updates throughout the day, including @rightmove for the first time cancelling its monthly report on UK asking prices across because of #COVID19 https://t.co/Xn0qf1GqKh https://t.co/YrXIf0sleh",0,0,0,0
"Called at Barnard Castle today, so in anticipation, I stitched this blue plaque commemorating Dominic Cummings visit there in April in the midst of lockdown #COVID19 #hypocrite #DoubleStandards #historyinthemaking #StitchingTghr #handmade #womensart https://t.co/MnsTMQPOed",0,0,0,0
First patients injected as UK begins Coronavirus vaccine trial - https://t.co/l1h6ztdEhx,0,0,0,0
"Obviously the people who sighted him in places he claimed not to be were obviously suffering from the hitherto unknown covid19 symptom of shit eyesight! Happy birthday Mrs C!

New Dominic Cummings 'sightings' contradict his account of Barnard Castle trip https://t.co/9cEtaQMYhY",0,0,0,0
"For those of you in the UK, this is wonderful news! Real-world data from the UK’s vaccine rollout program revealed just one dose of Oxford/AstraZeneca’s or Pfizer’s vaccines appear to block transmission and infection by two-thirds regardless of age group! 
https://t.co/QR8YK4DX98 https://t.co/BBdhY5OleA",0,0,0,0
What greeted us was perhaps the world’s most weirdly normal place. A dispatch from  New Zealand for @washingtonpost https://t.co/UBvaseR80R,0,0,0,0
ACHPR virtual consultation on #HumanRights and #Covid19 #Kenya https://t.co/Z64bpQ9Jov,0,0,0,0
.#G4S security fined £44m for defrauding UK govt. Allowed to negotiate the fine &amp; get a 40% discount. What other criminals are allowed to do this? Big business criminals get favourable treatment. Sickening. Corporate thieves belong in PRISON https://t.co/OOUdAiDIPn @J_Bloodworth,0,0,0,0
London is where the money is. Fuck everyone else. https://t.co/ybanbgUiSd,0,0,0,0
BBC News - Coronavirus: Perfect storm brewing at Transport for London https://t.co/Rt2IZWjWiy,0,0,0,0
"I think the fatalities of Covid 19 in the UK should be collectively described as 'The Johnson Dead'.......

Never ever let him forget!!!!!  I do not blame him for the Virus BUT I do blame him for the unnecessary death toll!!!

How about you????? https://t.co/oy4RI7QPt4",0,0,0,0
"One fifth (20%) of UK adults say they have applied or expect to apply for benefits as a result of the coronavirus outbreak. This rises to 68% of people on zero-hours contracts says @CitizensAdvice 

It is more important, now than ever, to fix Universal Credit.",0,0,0,0
"A lesson in leadership from @NicolaSturgeon on #marr just now. Thoughtful, analytical and a total focus on protecting Scotland from  #coronavirus. https://t.co/tvN3yYwnEV",0,0,0,0
Still no plan when the number of deaths in UK are estimated to be over 40k. And Johnson thinks this is a “success” FFS!!😡😡😡 https://t.co/x4bnoHsav3,0,0,0,0
"Scotland reports no new coronavirus deaths in last 24 hours.
https://t.co/9PDgLy3qk0",0,0,0,0
BBC News - Coronavirus: Contact tracing app to be trialled on Isle of Wight https://t.co/eu9w0QVYZS,0,0,0,0
"Thank you for supporting this year’s Sounds of the Season fundraiser, which wrapped on Dec. 31. You raised over $1.1M for local food banks. Even though we could not join at the Glenn Gould Studio, you showed your generosity from a distance with donations. https://t.co/H477IY9TWL https://t.co/OqgarQXkur",0,0,0,0
@yksn56035000 来年まで生き延びるぞー！！,0,0,0,0
Tremendous news for Ontario that gives me hope for an end to #COVID19 - now let’s see a real plan to get these shots in arms ASAP! https://t.co/NaoTOfBjqN,0,0,0,0
"New Report! 

COVID-19 and Communities Listening Project: A Shared Response brings together conversations from across the UK to show how local organisations adapted and responded to the COVID-19 pandemic 

#COVIDConversations

https://t.co/BU0cGG2pAA https://t.co/kA6zLDfvWV",0,0,0,0
"🌈At 11am, the nation will join together for a minute's silence to remember those who have lost their lives working to protect us from COVID-19. Their sacrifice will never be forgotten, and my thoughts are with all the families in the West Midlands who have lost loved ones. https://t.co/OkQ69bl2kN",0,0,0,0
"ACE @elycaerau is run by and for residents in West Cardiff. Their projects range from crisis support to community arts and crafts – and, like most organisations, ACE has had to rethink how it operates to meet the challenges of Covid-19. 

Find out more. 👇
https://t.co/l5icK0ithA",0,0,0,0
"With 100,000 Covid deaths, Journalists better mention that Boris Johnson:

Feb-
Said he wanted UK to have the loosest reaction to Coronavirus.
Skipped 5 Cobra Meetings.

Mar-
Told people to shake hands
Allowed mass crowds

May-
Denied the Stay Home order existed to save Cummings",0,0,0,0
"Failure by the Govt to enact a plan for cruise ships in Australian waters risk the crews on these vessels overwhelming our state health systems and potentially spreading coronavirus in Australia.

More on that from @CatherineKingMP, @SenCarolBrown and me yesterday 👇 https://t.co/BwQ0JfARWh",0,0,0,0
The Chief Nursing Officer for England was blocked from appearing at the daily Downing Street coronavirus briefing because she refused to back Dominic Cummings. https://t.co/vMx9CNAoav,0,0,0,0
"Nickel Belt MPP calls on Ford to declare Greater Sudbury area a COVID-19 hotspot - https://t.co/8mVcGxWWLE https://t.co/0KSFblHJ5z 
#DougFordIsADangertoOntario",0,0,0,0
The European Commission should be stepping in to ensure there’s no ad-hoc closure of freight between EEA countries. They did so earlier in the pandemic. But UK now has no voice in the institutions and from 31st Dec there’s no recourse to such solidarity.,0,0,0,0
"Of course there's ""no significant areas of progress"". How can there be when the EU wants the UK as an offshore vassal state?

No deal now looks inevitable; and not the least worrying.
https://t.co/XDpYyEaprk",0,0,0,0
"Just a thought... If it's too premature to have an inquiry about the UK's handling of Covid-19, then maybe we could read the Russian  inquiry while we're waiting? You know...as it's just sitting there....?",0,0,0,0
@_DidiAngel_ @Gamer_Snack Just to make that clear.. 5 PM on Apr. 9th Kuwait time.,0,0,0,0
I’m delighted to confirm that @NewcastleHosps will be responsible for the #NHSNightingaleNE hospital in Sunderland. A remarkable and inspiring collaborative effort. https://t.co/orVUXBwex7,0,0,0,0
"Community transmission of COVID-19 detected in Winnipeg, public health officials say | CBC News https://t.co/Rig0HHl5pB",0,0,0,0
"Forget Dec 2nd then?

Boris Johnson claims Britain can 'defeat' coronavirus 'by the Spring' https://t.co/qtv6B6zklB",0,0,0,0
"There are currently 120 active cases of COVID-19 on First Nations reserves across Canada, according to data from Indigenous Services Canada.   

COVID-19 in Indigenous communities: What you need to know this week https://t.co/V8GheQbLVt",0,0,0,0
"Scientists call for public inquiry to prepare UK for 'probable' second wave 

There must be a public, independent inquiry into government mishandling of the coronavirus crisis. It needs to be soon!

https://t.co/1EdQQUHlaa via @MetroUK",0,0,0,0
